"","parameter","location","x.NAs","x.count","x.quant.0%","x.quant.25%","x.quant.50%","x.quant.75%","x.quant.100%"
"1235","Benz(a)anthracene","TFWFD1",0.000000e+00,5.200000e+01,4.573163e-05,9.523752e-05,1.891541e-04,3.437685e-04,1.208151e-03
"1236","Benzo(a)pyrene","TFWFD1",0.000000e+00,5.200000e+01,8.593189e-05,1.521824e-04,2.473874e-04,5.750621e-04,1.559372e-03
"1237","Benzo(b,k)fluoranthene","TFWFD1",0.000000e+00,5.200000e+01,1.169263e-04,2.226606e-04,5.541534e-04,1.033716e-03,4.873038e-03
"1238","Benzo(g,h,i)perylene","TFWFD1",0.000000e+00,5.200000e+01,5.846315e-05,1.439146e-04,3.113838e-04,7.352599e-04,2.728901e-03
"1239","Bis(2-ethylhexyl) phthalate","TFWFD1",0.000000e+00,5.200000e+01,3.965750e-03,1.255932e-02,2.672883e-02,4.771253e-02,1.578864e-01
"1240","Butyl benzyl phthalate","TFWFD1",0.000000e+00,5.200000e+01,2.221953e-03,4.567366e-03,9.480453e-03,1.958133e-02,5.195049e-02
"1241","Cadmium","TFWFD1",0.000000e+00,5.200000e+01,9.877956e-04,2.352840e-03,5.519260e-03,1.002011e-02,5.189195e-02
"1242","Cadmium dissolved","TFWFD1",0.000000e+00,5.200000e+01,1.601032e-04,8.456633e-04,1.908964e-03,4.290703e-03,3.251108e-02
"1243","Chloride","TFWFD1",0.000000e+00,3.500000e+01,5.761600e+01,7.746891e+01,1.597892e+02,2.820928e+02,8.054339e+02
"1244","Chlorpyrifos","TFWFD1",0.000000e+00,5.200000e+01,7.365590e-05,2.128903e-04,4.530979e-04,8.634104e-04,2.925998e-03
"1245","Chrysene","TFWFD1",0.000000e+00,5.200000e+01,2.923158e-05,9.397012e-05,2.826236e-04,6.213627e-04,3.216205e-03
"1246","Copper","TFWFD1",0.000000e+00,5.100000e+01,7.705235e-02,1.507428e-01,3.477627e-01,7.005900e-01,1.420371e+00
"1247","Copper dissolved","TFWFD1",0.000000e+00,4.700000e+01,3.459896e-02,4.539305e-02,8.826342e-02,1.740491e-01,1.284188e+00
"1248","CPAH","TFWFD1",0.000000e+00,5.200000e+01,7.055683e-05,3.335740e-04,6.415018e-04,1.631841e-03,1.130545e-02
"1249","Di-N-Octyl Phthalate","TFWFD1",0.000000e+00,5.100000e+01,8.184841e-04,1.915193e-03,4.005106e-03,8.531302e-03,3.580417e-02
"1250","Diazinon","TFWFD1",0.000000e+00,5.200000e+01,6.137992e-05,1.355302e-04,3.140955e-04,7.513478e-04,3.413664e-03
"1251","Dibenzo(a,h)anthracene","TFWFD1",0.000000e+00,5.200000e+01,4.717491e-05,7.055683e-05,1.794832e-04,3.255483e-04,1.137888e-03
"1252","Dibutyl phthalate","TFWFD1",0.000000e+00,5.200000e+01,2.874438e-03,6.420394e-03,9.364530e-03,1.889409e-02,4.631245e-02
"1253","Dichlobenil","TFWFD1",0.000000e+00,5.100000e+01,2.811929e-04,8.203292e-04,1.987529e-03,5.037857e-03,1.626652e-02
"1254","Diesel Range Organics","TFWFD1",1.800000e+01,3.000000e+01,8.593189e-01,1.183641e+00,4.533944e+00,5.636387e+00,1.949215e+01
"1255","Diethyl phthalate","TFWFD1",0.000000e+00,5.200000e+01,2.286582e-03,4.633571e-03,7.854013e-03,1.502976e-02,7.269041e-02
"1256","Dimethyl phthalate","TFWFD1",0.000000e+00,5.200000e+01,7.088403e-04,3.020924e-03,5.686880e-03,1.133716e-02,7.671758e-02
"1257","Fluoranthene","TFWFD1",0.000000e+00,5.200000e+01,9.743859e-05,2.564273e-04,6.345097e-04,1.423049e-03,4.678117e-03
"1258","Fluorene","TFWFD1",0.000000e+00,5.200000e+01,5.846315e-05,1.007861e-04,2.037889e-04,3.238532e-04,2.067432e-03
"1259","Gasoline Range Organics","TFWFD1",1.800000e+01,3.000000e+01,1.878226e-01,6.281146e-01,9.586053e-01,1.036975e+00,1.754294e+00
"1260","Hardness as CaCO3","TFWFD1",0.000000e+00,5.200000e+01,5.456561e+02,7.076473e+02,1.783780e+03,2.779979e+03,6.225873e+03
"1261","Heavy Fuel Oil","TFWFD1",1.800000e+01,3.000000e+01,5.241837e+00,6.160449e+00,9.715595e+00,2.365189e+01,4.900865e+01
"1262","HPAH","TFWFD1",0.000000e+00,5.200000e+01,2.728280e-04,1.004754e-03,2.384664e-03,4.282249e-03,2.339058e-02
"1263","Indeno(1,2,3-cd)pyrene","TFWFD1",0.000000e+00,5.200000e+01,4.717491e-05,1.096300e-04,2.262197e-04,5.187631e-04,1.656833e-03
"1264","Lead","TFWFD1",0.000000e+00,5.100000e+01,2.943497e-02,1.487277e-01,3.274881e-01,5.954584e-01,3.131108e+00
"1265","Lead dissolved","TFWFD1",0.000000e+00,5.200000e+01,1.997491e-03,4.524276e-03,9.774733e-03,1.672803e-02,9.753325e-02
"1266","LPAH","TFWFD1",0.000000e+00,5.200000e+01,8.769473e-05,4.009866e-04,9.425995e-04,1.556405e-03,1.852075e-02
"1267","Malathion","TFWFD1",0.000000e+00,5.200000e+01,9.820787e-05,2.987039e-04,6.031543e-04,1.178605e-03,3.221736e-03
"1268","Mecoprop","TFWFD1",0.000000e+00,3.500000e+01,6.505447e-04,3.529999e-03,1.264815e-02,4.010449e-02,1.284188e-01
"1269","Mercury","TFWFD1",0.000000e+00,5.200000e+01,4.871929e-04,8.342221e-04,1.678609e-03,3.238532e-03,3.429919e-02
"1270","Mercury dissolved","TFWFD1",0.000000e+00,5.200000e+01,4.871929e-04,8.342221e-04,1.678609e-03,3.194255e-03,1.219166e-02
"1271","Naphthalene","TFWFD1",0.000000e+00,5.100000e+01,5.846315e-05,1.994539e-04,3.886238e-04,7.324830e-04,1.119859e-02
"1272","Nitrite-Nitrate","TFWFD1",0.000000e+00,4.200000e+01,4.243039e+00,1.777192e+01,4.688326e+01,7.334927e+01,1.856525e+02
"1273","Ortho-phosphate dissolved","TFWFD1",0.000000e+00,4.400000e+01,1.071824e-01,3.805045e-01,6.807585e-01,1.825379e+00,4.631245e+00
"1274","Pentachlorophenol","TFWFD1",0.000000e+00,3.500000e+01,1.813023e-03,4.421556e-03,1.248805e-02,3.691395e-02,1.267932e-01
"1275","Phenanthrene","TFWFD1",0.000000e+00,5.200000e+01,8.769473e-05,2.520217e-04,4.177671e-04,9.830128e-04,4.737866e-03
"1276","Prometon","TFWFD1",0.000000e+00,5.000000e+01,3.931243e-04,1.068970e-03,1.969233e-03,4.451295e-03,1.550460e-02
"1277","Pyrene","TFWFD1",0.000000e+00,5.200000e+01,1.415247e-04,2.809779e-04,7.448623e-04,1.636717e-03,4.678117e-03
"1278","Surfactants","TFWFD1",0.000000e+00,4.400000e+01,5.692266e-01,1.038855e+00,1.653229e+00,3.107452e+00,9.649629e+00
"1279","Total Benzofluoranthenes","TFWFD1",0.000000e+00,5.200000e+01,1.169263e-04,2.226606e-04,5.541534e-04,1.033716e-03,4.873038e-03
"1280","Total Kjeldahl Nitrogen","TFWFD1",0.000000e+00,4.200000e+01,7.076237e+00,1.258451e+01,3.561036e+01,6.129798e+01,1.295807e+02
"1281","Total PAH","TFWFD1",0.000000e+00,5.200000e+01,3.605228e-04,1.539926e-03,3.212794e-03,7.360218e-03,3.167475e-02
"1282","Total Phosphorus","TFWFD1",0.000000e+00,4.000000e+01,7.109641e-01,1.696066e+00,5.602301e+00,8.242132e+00,1.971281e+01
"1283","Total Phthalate","TFWFD1",0.000000e+00,5.200000e+01,3.380869e-03,1.451309e-02,2.733380e-02,6.239439e-02,2.789327e-01
"1284","Total Suspended Solids","TFWFD1",0.000000e+00,4.800000e+01,8.231694e+01,5.667444e+02,1.354465e+03,2.778026e+03,1.197989e+04
"1285","Total TPHDx","TFWFD1",1.800000e+01,3.100000e+01,3.906359e+00,5.649202e+00,9.715595e+00,2.178978e+01,6.080703e+01
"1286","Triclopyr","TFWFD1",0.000000e+00,3.400000e+01,1.057135e-03,4.673131e-03,1.228308e-02,4.854207e-02,1.625554e-01
"1287","Zinc","TFWFD1",0.000000e+00,5.200000e+01,3.429872e-01,7.531359e-01,1.768389e+00,3.479947e+00,7.926481e+00
"1288","Zinc dissolved","TFWFD1",0.000000e+00,5.200000e+01,1.169263e-01,2.552212e-01,5.368470e-01,1.089709e+00,3.511197e+00
